06,037,000000,4144,+34.259112,-118.293052
06,037,000001,4734,+34.259112,-118.293052
06,037,000002,2847,+34.259112,-118.293052
06,037,000003,4193,+34.259112,-118.293052
06,037,000004,5395,+34.259112,-118.293052
06,037,000005,5811,+34.259112,-118.293052
06,037,000006,6711,+34.259112,-118.293052
06,037,000007,3165,+34.259112,-118.293052
06,037,000008,3877,+34.259112,-118.293052
06,037,000009,3085,+34.259112,-118.293052
06,037,000010,2265,+34.259112,-118.293052
06,037,000011,5799,+34.259112,-118.293052
06,037,000012,7184,+34.259112,-118.293052
06,037,000013,4631,+34.259112,-118.293052
06,037,000014,7758,+34.259112,-118.293052
06,037,000015,6711,+34.259112,-118.293052
06,037,000016,3735,+34.259112,-118.293052
06,037,000017,2349,+34.259112,-118.293052
06,037,000018,4628,+34.259112,-118.293052
06,037,000019,5932,+34.259112,-118.293052
06,037,000020,5499,+34.259112,-118.293052
06,037,000021,5653,+34.259112,-118.293052
06,037,000022,5403,+34.259112,-118.293052
06,037,000023,5412,+34.259112,-118.293052
06,037,000024,6483,+34.259112,-118.293052
06,037,000025,3386,+34.259112,-118.293052
06,037,000026,8554,+34.259112,-118.293052
06,037,000027,3131,+34.259112,-118.293052
06,037,000028,4503,+34.259112,-118.293052
06,037,000029,3651,+34.259112,-118.293052
06,037,000030,7038,+34.259112,-118.293052
06,037,000031,3860,+34.259112,-118.293052
06,037,000032,6376,+34.259112,-118.293052
06,037,000033,5979,+34.259112,-118.293052
06,037,000034,5733,+34.259112,-118.293052
06,037,000035,4360,+34.259112,-118.293052
06,037,000036,4738,+34.259112,-118.293052
06,037,000037,3121,+34.259112,-118.293052
06,037,000038,5160,+34.259112,-118.293052
06,037,000039,7099,+34.259112,-118.293052
06,037,000040,6291,+34.259112,-118.293052
06,037,000041,6952,+34.259112,-118.293052
06,037,000042,6789,+34.259112,-118.293052
06,037,000043,4063,+34.259112,-118.293052
06,037,000044,6184,+34.259112,-118.293052
06,037,000045,3543,+34.259112,-118.293052
06,037,000046,7949,+34.259112,-118.293052
06,037,000047,6338,+34.259112,-118.293052
06,037,000048,6352,+34.259112,-118.293052
06,037,000049,4597,+34.259112,-118.293052
06,037,000050,6934,+34.259112,-118.293052
06,037,000051,4406,+34.259112,-118.293052
06,037,000052,6538,+34.259112,-118.293052
06,037,000053,8682,+34.259112,-118.293052
06,037,000054,5636,+34.259112,-118.293052
06,037,000055,6064,+34.259112,-118.293052
06,037,000056,5844,+34.259112,-118.293052
06,037,000057,3173,+34.259112,-118.293052
06,037,000058,5477,+34.259112,-118.293052
06,037,000059,5470,+34.259112,-118.293052
06,037,000060,4076,+34.259112,-118.293052
06,037,000061,2562,+34.259112,-118.293052
06,037,000062,6764,+34.259112,-118.293052
06,037,000063,7705,+34.259112,-118.293052
06,037,000064,4158,+34.259112,-118.293052
06,037,000065,4936,+34.259112,-118.293052
06,037,000066,5161,+34.259112,-118.293052
06,037,000067,7034,+34.259112,-118.293052
06,037,000068,4996,+34.259112,-118.293052
06,037,000069,4679,+34.259112,-118.293052
06,037,000070,4222,+34.259112,-118.293052
06,037,000071,6709,+34.259112,-118.293052
06,037,000072,5931,+34.259112,-118.293052
06,037,000073,3330,+34.259112,-118.293052
06,037,000074,8287,+34.259112,-118.293052
06,037,000075,4924,+34.259112,-118.293052
06,037,000076,4809,+34.259112,-118.293052
06,037,000077,6340,+34.259112,-118.293052
06,037,000078,5192,+34.259112,-118.293052
06,037,000079,6805,+34.259112,-118.293052
06,037,000080,5789,+34.259112,-118.293052
06,037,000081,3987,+34.259112,-118.293052
06,037,000082,3056,+34.259112,-118.293052
06,037,000083,3703,+34.259112,-118.293052
06,037,000084,4730,+34.259112,-118.293052
06,037,000085,4177,+34.259112,-118.293052
06,037,000086,7457,+34.259112,-118.293052
06,037,000087,3330,+34.259112,-118.293052
06,037,000088,4665,+34.259112,-118.293052
06,037,000089,5333,+34.259112,-118.293052
06,037,000090,4271,+34.259112,-118.293052
06,037,000091,5738,+34.259112,-118.293052
06,037,000092,7736,+34.259112,-118.293052
06,037,000093,5164,+34.259112,-118.293052
06,037,000094,6426,+34.259112,-118.293052
06,037,000095,5371,+34.259112,-118.293052
06,037,000096,2503,+34.259112,-118.293052
06,037,000097,1080,+34.259112,-118.293052
06,037,000098,7783,+34.259112,-118.293052
06,037,000099,3365,+34.259112,-118.293052
06,037,000100,6214,+34.259112,-118.293052
06,037,000101,7461,+34.259112,-118.293052
06,037,000102,3630,+34.259112,-118.293052
06,037,000103,2392,+34.259112,-118.293052
06,037,000104,4710,+34.259112,-118.293052
06,037,000105,2089,+34.259112,-118.293052
06,037,000106,6525,+34.259112,-118.293052
06,037,000107,5151,+34.259112,-118.293052
06,037,000108,3918,+34.259112,-118.293052
06,037,000109,6116,+34.259112,-118.293052
06,037,000110,3829,+34.259112,-118.293052
06,037,000111,5159,+34.259112,-118.293052
06,037,000112,6544,+34.259112,-118.293052
06,037,000113,2756,+34.259112,-118.293052
06,037,000114,4890,+34.259112,-118.293052
06,037,000115,2423,+34.259112,-118.293052
06,037,000116,4715,+34.259112,-118.293052
06,037,000117,6568,+34.259112,-118.293052
06,037,000118,1909,+34.259112,-118.293052
06,037,000119,8331,+34.259112,-118.293052
06,037,000120,5040,+34.259112,-118.293052
06,037,000121,4182,+34.259112,-118.293052
06,037,000122,9878,+34.259112,-118.293052
06,037,000123,6191,+34.259112,-118.293052
06,037,000124,6009,+34.259112,-118.293052
06,037,000125,3826,+34.259112,-118.293052
06,037,000126,6892,+34.259112,-118.293052
06,037,000127,6936,+34.259112,-118.293052
06,037,000128,6369,+34.259112,-118.293052
06,037,000129,6755,+34.259112,-118.293052
06,037,000130,5826,+34.259112,-118.293052
06,037,000131,3740,+34.259112,-118.293052
06,037,000132,3428,+34.259112,-118.293052
06,037,000133,8927,+34.259112,-118.293052
06,037,000134,3116,+34.259112,-118.293052
06,037,000135,4247,+34.259112,-118.293052
06,037,000136,4915,+34.259112,-118.293052
06,037,000137,5239,+34.259112,-118.293052
06,037,000138,8271,+34.259112,-118.293052
06,037,000139,2119,+34.259112,-118.293052
06,037,000140,7499,+34.259112,-118.293052
06,037,000141,6209,+34.259112,-118.293052
06,037,000142,3832,+34.259112,-118.293052
06,037,000143,6413,+34.259112,-118.293052
06,037,000144,7208,+34.259112,-118.293052
06,037,000145,4179,+34.259112,-118.293052
06,037,000146,2745,+34.259112,-118.293052
06,037,000147,7801,+34.259112,-118.293052
06,037,000148,4715,+34.259112,-118.293052
06,037,000149,5200,+34.259112,-118.293052
06,037,000150,6292,+34.259112,-118.293052
06,037,000151,5871,+34.259112,-118.293052
06,037,000152,5450,+34.259112,-118.293052
06,037,000153,8924,+34.259112,-118.293052
06,037,000154,6376,+34.259112,-118.293052
06,037,000155,5256,+34.259112,-118.293052
06,037,000156,4275,+34.259112,-118.293052
06,037,000157,3857,+34.259112,-118.293052
06,037,000158,5538,+34.259112,-118.293052
06,037,000159,8356,+34.259112,-118.293052
06,037,000160,7654,+34.259112,-118.293052
06,037,000161,6935,+34.259112,-118.293052
06,037,000162,5566,+34.259112,-118.293052
06,037,000163,7015,+34.259112,-118.293052
06,037,000164,9500,+34.259112,-118.293052
06,037,000165,10121,+34.259112,-118.293052
06,037,000166,5890,+34.259112,-118.293052
06,037,000167,6551,+34.259112,-118.293052
06,037,000168,5993,+34.259112,-118.293052
06,037,000169,6907,+34.259112,-118.293052
06,037,000170,5817,+34.259112,-118.293052
06,037,000171,8673,+34.259112,-118.293052
06,037,000172,6798,+34.259112,-118.293052
06,037,000173,6257,+34.259112,-118.293052
06,037,000174,6365,+34.259112,-118.293052
06,037,000175,7519,+34.259112,-118.293052
06,037,000176,3212,+34.259112,-118.293052
06,037,000177,1787,+34.259112,-118.293052
06,037,000178,5253,+34.259112,-118.293052
06,037,000179,2870,+34.259112,-118.293052
06,037,000180,6225,+34.259112,-118.293052
06,037,000181,7621,+34.259112,-118.293052
06,037,000182,1420,+34.259112,-118.293052
06,037,000183,5495,+34.259112,-118.293052
06,037,000184,1236,+34.259112,-118.293052
06,037,000185,3823,+34.259112,-118.293052
06,037,000186,8901,+34.259112,-118.293052
06,037,000187,2478,+34.259112,-118.293052
06,037,000188,5465,+34.259112,-118.293052
06,037,000189,5151,+34.259112,-118.293052
06,037,000190,2897,+34.259112,-118.293052
06,037,000191,3871,+34.259112,-118.293052
06,037,000192,6650,+34.259112,-118.293052
06,037,000193,6393,+34.259112,-118.293052
06,037,000194,7344,+34.259112,-118.293052
06,037,000195,6755,+34.259112,-118.293052
06,037,000196,4618,+34.259112,-118.293052
06,037,000197,7938,+34.259112,-118.293052
06,037,000198,6288,+34.259112,-118.293052
06,037,000199,2823,+34.259112,-118.293052
06,037,000200,4034,+34.259112,-118.293052
06,037,000201,6110,+34.259112,-118.293052
06,037,000202,2930,+34.259112,-118.293052
06,037,000203,5592,+34.259112,-118.293052
06,037,000204,6152,+34.259112,-118.293052
06,037,000205,2887,+34.259112,-118.293052
06,037,000206,6233,+34.259112,-118.293052
06,037,000207,3252,+34.259112,-118.293052
06,037,000208,4270,+34.259112,-118.293052
06,037,000209,3464,+34.259112,-118.293052
06,037,000210,6025,+34.259112,-118.293052
06,037,000211,5669,+34.259112,-118.293052
06,037,000212,5115,+34.259112,-118.293052
06,037,000213,5248,+34.259112,-118.293052
06,037,000214,2485,+34.259112,-118.293052
06,037,000215,5568,+34.259112,-118.293052
06,037,000216,6867,+34.259112,-118.293052
06,037,000217,2271,+34.259112,-118.293052
06,037,000218,8305,+34.259112,-118.293052
06,037,000219,4308,+34.259112,-118.293052
06,037,000220,3908,+34.259112,-118.293052
06,037,000221,4375,+34.259112,-118.293052
06,037,000222,3793,+34.259112,-118.293052
06,037,000223,6508,+34.259112,-118.293052
06,037,000224,3846,+34.259112,-118.293052
06,037,000225,3789,+34.259112,-118.293052
06,037,000226,8213,+34.259112,-118.293052
06,037,000227,5017,+34.259112,-118.293052
06,037,000228,5332,+34.259112,-118.293052
06,037,000229,5292,+34.259112,-118.293052
06,037,000230,4106,+34.259112,-118.293052
06,037,000231,3374,+34.259112,-118.293052
06,037,000232,4047,+34.259112,-118.293052
06,037,010000,5885,+34.259112,-118.293052
06,037,010001,5166,+34.259112,-118.293052
06,037,010002,5539,+34.259112,-118.293052
06,037,010003,3355,+34.259112,-118.293052
06,037,010004,2517,+34.259112,-118.293052
06,037,010005,5612,+34.259112,-118.293052
06,037,010006,4078,+34.259112,-118.293052
06,037,010007,4737,+34.259112,-118.293052
06,037,010008,5037,+34.259112,-118.293052
06,037,010009,6768,+34.259112,-118.293052
06,037,010010,6158,+34.259112,-118.293052
06,037,010011,5854,+34.259112,-118.293052
06,037,010012,8281,+34.259112,-118.293052
06,037,010013,8114,+34.259112,-118.293052
06,037,010014,3172,+34.259112,-118.293052
06,037,010015,7474,+34.259112,-118.293052
06,037,010016,5790,+34.259112,-118.293052
